Domain,NLP Task,Value
Fisheries,discourse analysis,0
Fisheries,implicit semantic role labelling,0
Fisheries,recognizing textual entailment,0
Fisheries,topic segmentation,0
Fisheries,argument mining,0
Fisheries,anaphora resolution,0
Animal and dairy science,optical character recognition,0
Animal and dairy science,speech recognition,0
Animal and dairy science,speech segmentation,0
Animal and dairy science,text-to-speech,0
Animal and dairy science,word segmentation,0
Animal and dairy science,lemmatization,0
Animal and dairy science,morphological segmentation,0
Animal and dairy science,part-of-speech tagging,0
Animal and dairy science,stemming,0
Animal and dairy science,grammar induction,0
Animal and dairy science,sentence breaking ,0
Animal and dairy science,parsing,0
Animal and dairy science,lexical semantics,0
Animal and dairy science,distributional semantics,0
Animal and dairy science,named entity recognition,0
Animal and dairy science,sentiment analysis,0
Animal and dairy science,terminology extraction,0
Animal and dairy science,word-sense disambiguation,0
Animal and dairy science,entity linking,0
Animal and dairy science,multiword expressions,0
Animal and dairy science,relationship extraction,0
Animal and dairy science,semantic parsing,0
Animal and dairy science,semantic role labelling,0
Animal and dairy science,coreference resolution,0
Animal and dairy science,discourse analysis,0
Animal and dairy science,implicit semantic role labelling,0
Animal and dairy science,recognizing textual entailment,0
Animal and dairy science,topic segmentation,0
Animal and dairy science,argument mining,0
Animal and dairy science,anaphora resolution,0
Veterenary,optical character recognition,0
Veterenary,speech recognition,0
Veterenary,speech segmentation,0
Veterenary,text-to-speech,0
Veterenary,word segmentation,0
Veterenary,lemmatization,0
Veterenary,morphological segmentation,0
Veterenary,part-of-speech tagging,0
Veterenary,stemming,0
Veterenary,grammar induction,0
Veterenary,sentence breaking ,0
Veterenary,parsing,0
Veterenary,lexical semantics,0
Veterenary,distributional semantics,0
Veterenary,named entity recognition,0
Veterenary,sentiment analysis,0
Veterenary,terminology extraction,0
Veterenary,word-sense disambiguation,0
Veterenary,entity linking,0
Veterenary,multiword expressions,0
Veterenary,relationship extraction,0
Veterenary,semantic parsing,0
Veterenary,semantic role labelling,0
Veterenary,coreference resolution,0
Veterenary,discourse analysis,0
Veterenary,implicit semantic role labelling,0
Veterenary,recognizing textual entailment,0
Veterenary,topic segmentation,0
Veterenary,argument mining,0
Veterenary,anaphora resolution,0
Agricultural biotechnology,optical character recognition,0
Agricultural biotechnology,speech recognition,0
Agricultural biotechnology,speech segmentation,0
Agricultural biotechnology,text-to-speech,0
Agricultural biotechnology,word segmentation,0
Agricultural biotechnology,lemmatization,0
Agricultural biotechnology,morphological segmentation,0
Agricultural biotechnology,part-of-speech tagging,0
Agricultural biotechnology,stemming,0
Agricultural biotechnology,grammar induction,0
Agricultural biotechnology,sentence breaking ,0
Agricultural biotechnology,parsing,0
Agricultural biotechnology,lexical semantics,0
Agricultural biotechnology,distributional semantics,0
Agricultural biotechnology,named entity recognition,0
Agricultural biotechnology,sentiment analysis,0
Agricultural biotechnology,terminology extraction,0
Agricultural biotechnology,word-sense disambiguation,0
Agricultural biotechnology,entity linking,0
Agricultural biotechnology,multiword expressions,0
Agricultural biotechnology,relationship extraction,0
Agricultural biotechnology,semantic parsing,0
Agricultural biotechnology,semantic role labelling,0
Agricultural biotechnology,coreference resolution,0
Agricultural biotechnology,discourse analysis,0
Agricultural biotechnology,implicit semantic role labelling,0
Agricultural biotechnology,recognizing textual entailment,0
Agricultural biotechnology,topic segmentation,0
Agricultural biotechnology,argument mining,0
Agricultural biotechnology,anaphora resolution,0
Psychology,optical character recognition,0
Psychology,speech recognition,0
Psychology,speech segmentation,0
Psychology,text-to-speech,0
Psychology,word segmentation,0
Psychology,lemmatization,0
Psychology,morphological segmentation,0
Psychology,part-of-speech tagging,0
Psychology,stemming,0
Psychology,grammar induction,0
Psychology,sentence breaking ,0
Psychology,parsing,0
Psychology,lexical semantics,0
Psychology,distributional semantics,0
Psychology,named entity recognition,0
Psychology,sentiment analysis,1
Psychology,terminology extraction,0
Psychology,word-sense disambiguation,0
Psychology,entity linking,0
Psychology,multiword expressions,0
Psychology,relationship extraction,0
Psychology,semantic parsing,0
Psychology,semantic role labelling,0
Psychology,coreference resolution,0
Psychology,discourse analysis,0
Psychology,implicit semantic role labelling,0
Psychology,recognizing textual entailment,0
Psychology,topic segmentation,0
Psychology,argument mining,0
Psychology,anaphora resolution,0
Cognitive sciences,optical character recognition,0
Cognitive sciences,speech recognition,0
Cognitive sciences,speech segmentation,0
Cognitive sciences,text-to-speech,0
Cognitive sciences,word segmentation,0
Cognitive sciences,lemmatization,0
Cognitive sciences,morphological segmentation,0
Cognitive sciences,part-of-speech tagging,0
Cognitive sciences,stemming,0
Cognitive sciences,grammar induction,0
Cognitive sciences,sentence breaking ,0
Cognitive sciences,parsing,0
Cognitive sciences,lexical semantics,0
Cognitive sciences,distributional semantics,0
Cognitive sciences,named entity recognition,0
Cognitive sciences,sentiment analysis,0
Cognitive sciences,terminology extraction,0
Cognitive sciences,word-sense disambiguation,0
Cognitive sciences,entity linking,0
Cognitive sciences,multiword expressions,0
Cognitive sciences,relationship extraction,0
Cognitive sciences,semantic parsing,0
Cognitive sciences,semantic role labelling,0
Cognitive sciences,coreference resolution,0
Cognitive sciences,discourse analysis,0
Cognitive sciences,implicit semantic role labelling,0
Cognitive sciences,recognizing textual entailment,0
Cognitive sciences,topic segmentation,0
Cognitive sciences,argument mining,0
Cognitive sciences,anaphora resolution,0
Economics,optical character recognition,0
Economics,speech recognition,0
Economics,speech segmentation,0
Economics,text-to-speech,0
Economics,word segmentation,0
Economics,lemmatization,0
Economics,morphological segmentation,0
Economics,part-of-speech tagging,0
Economics,stemming,0
Economics,grammar induction,0
Economics,sentence breaking ,0
Economics,parsing,0
Economics,lexical semantics,0
Economics,distributional semantics,0
Economics,named entity recognition,0
Economics,sentiment analysis,0
Economics,terminology extraction,0
Economics,word-sense disambiguation,0
Economics,entity linking,0
Economics,multiword expressions,0
Economics,relationship extraction,0
Economics,semantic parsing,0
Economics,semantic role labelling,0
Economics,coreference resolution,0
Economics,discourse analysis,0
Economics,implicit semantic role labelling,0
Economics,recognizing textual entailment,0
Economics,topic segmentation,0
Economics,argument mining,0
Economics,anaphora resolution,0
Business,optical character recognition,0
Business,speech recognition,1
Business,speech segmentation,0
Business,text-to-speech,0
Business,word segmentation,0
Business,lemmatization,0
Business,morphological segmentation,0
Business,part-of-speech tagging,0
Business,stemming,0
Business,grammar induction,0
Business,sentence breaking ,0
Business,parsing,2
Business,lexical semantics,0
Business,distributional semantics,0
Business,named entity recognition,0
Business,sentiment analysis,0
Business,terminology extraction,0
Business,word-sense disambiguation,1
Business,entity linking,0
Business,multiword expressions,0
Business,relationship extraction,0
Business,semantic parsing,0
Business,semantic role labelling,0
Business,coreference resolution,0
Business,discourse analysis,0
Business,implicit semantic role labelling,0
Business,recognizing textual entailment,0
Business,topic segmentation,0
Business,argument mining,0
Business,anaphora resolution,0
Finance,optical character recognition,0
Finance,speech recognition,0
Finance,speech segmentation,0
Finance,text-to-speech,0
Finance,word segmentation,0
Finance,lemmatization,0
Finance,morphological segmentation,0
Finance,part-of-speech tagging,0
Finance,stemming,0
Finance,grammar induction,0
Finance,sentence breaking ,0
Finance,parsing,0
Finance,lexical semantics,0
Finance,distributional semantics,0
Finance,named entity recognition,0
Finance,sentiment analysis,0
Finance,terminology extraction,0
Finance,word-sense disambiguation,0
Finance,entity linking,0
Finance,multiword expressions,0
Finance,relationship extraction,0
Finance,semantic parsing,0
Finance,semantic role labelling,0
Finance,coreference resolution,0
Finance,discourse analysis,0
Finance,implicit semantic role labelling,0
Finance,recognizing textual entailment,0
Finance,topic segmentation,0
Finance,argument mining,0
Finance,anaphora resolution,0
Tourism,optical character recognition,0
Tourism,speech recognition,0
Tourism,speech segmentation,0
Tourism,text-to-speech,0
Tourism,word segmentation,0
Tourism,lemmatization,0
Tourism,morphological segmentation,0
Tourism,part-of-speech tagging,0
Tourism,stemming,0
Tourism,grammar induction,0
Tourism,sentence breaking ,0
Tourism,parsing,0
Tourism,lexical semantics,0
Tourism,distributional semantics,0
Tourism,named entity recognition,0
Tourism,sentiment analysis,0
Tourism,terminology extraction,0
Tourism,word-sense disambiguation,0
Tourism,entity linking,0
Tourism,multiword expressions,0
Tourism,relationship extraction,0
Tourism,semantic parsing,0
Tourism,semantic role labelling,0
Tourism,coreference resolution,0
Tourism,discourse analysis,0
Tourism,implicit semantic role labelling,0
Tourism,recognizing textual entailment,0
Tourism,topic segmentation,0
Tourism,argument mining,0
Tourism,anaphora resolution,0
Sociology,optical character recognition,0
Sociology,speech recognition,0
Sociology,speech segmentation,0
Sociology,text-to-speech,0
Sociology,word segmentation,0
Sociology,lemmatization,0
Sociology,morphological segmentation,0
Sociology,part-of-speech tagging,0
Sociology,stemming,0
Sociology,grammar induction,0
Sociology,sentence breaking ,0
Sociology,parsing,0
Sociology,lexical semantics,0
Sociology,distributional semantics,0
Sociology,named entity recognition,0
Sociology,sentiment analysis,0
Sociology,terminology extraction,0
Sociology,word-sense disambiguation,0
Sociology,entity linking,0
Sociology,multiword expressions,0
Sociology,relationship extraction,0
Sociology,semantic parsing,0
Sociology,semantic role labelling,0
Sociology,coreference resolution,0
Sociology,discourse analysis,0
Sociology,implicit semantic role labelling,0
Sociology,recognizing textual entailment,0
Sociology,topic segmentation,0
Sociology,argument mining,0
Sociology,anaphora resolution,0
Political Science,optical character recognition,1
Political Science,speech recognition,0
Political Science,speech segmentation,0
Political Science,text-to-speech,0
Political Science,word segmentation,0
Political Science,lemmatization,0
Political Science,morphological segmentation,0
Political Science,part-of-speech tagging,0
Political Science,stemming,0
Political Science,grammar induction,0
Political Science,sentence breaking ,0
Political Science,parsing,0
Political Science,lexical semantics,0
Political Science,distributional semantics,0
Political Science,named entity recognition,0
Political Science,sentiment analysis,1
Political Science,terminology extraction,0
Political Science,word-sense disambiguation,0
Political Science,entity linking,0
Political Science,multiword expressions,0
Political Science,relationship extraction,0
Political Science,semantic parsing,0
Political Science,semantic role labelling,0
Political Science,coreference resolution,0
Political Science,discourse analysis,0
Political Science,implicit semantic role labelling,0
Political Science,recognizing textual entailment,0
Political Science,topic segmentation,0
Political Science,argument mining,0
Political Science,anaphora resolution,0
Geography,optical character recognition,0
Geography,speech recognition,0
Geography,speech segmentation,0
Geography,text-to-speech,0
Geography,word segmentation,0
Geography,lemmatization,0
Geography,morphological segmentation,0
Geography,part-of-speech tagging,0
Geography,stemming,0
Geography,grammar induction,0
Geography,sentence breaking ,0
Geography,parsing,0
Geography,lexical semantics,0
Geography,distributional semantics,0
Geography,named entity recognition,0
Geography,sentiment analysis,0
Geography,terminology extraction,0
Geography,word-sense disambiguation,0
Geography,entity linking,0
Geography,multiword expressions,0
Geography,relationship extraction,0
Geography,semantic parsing,0
Geography,semantic role labelling,0
Geography,coreference resolution,0
Geography,discourse analysis,0
Geography,implicit semantic role labelling,0
Geography,recognizing textual entailment,0
Geography,topic segmentation,0
Geography,argument mining,0
Geography,anaphora resolution,0
Archeology,optical character recognition,0
Archeology,speech recognition,0
Archeology,speech segmentation,0
Archeology,text-to-speech,0
Archeology,word segmentation,0
Archeology,lemmatization,0
Archeology,morphological segmentation,0
Archeology,part-of-speech tagging,0
Archeology,stemming,0
Archeology,grammar induction,0
Archeology,sentence breaking ,0
Archeology,parsing,0
Archeology,lexical semantics,0
Archeology,distributional semantics,0
Archeology,named entity recognition,0
Archeology,sentiment analysis,0
Archeology,terminology extraction,0
Archeology,word-sense disambiguation,0
Archeology,entity linking,0
Archeology,multiword expressions,0
Archeology,relationship extraction,0
Archeology,semantic parsing,0
Archeology,semantic role labelling,0
Archeology,coreference resolution,0
Archeology,discourse analysis,0
Archeology,implicit semantic role labelling,0
Archeology,recognizing textual entailment,0
Archeology,topic segmentation,0
Archeology,argument mining,0
Archeology,anaphora resolution,0
Anthropology,optical character recognition,0
Anthropology,speech recognition,0
Anthropology,speech segmentation,0
Anthropology,text-to-speech,0
Anthropology,word segmentation,0
Anthropology,lemmatization,0
Anthropology,morphological segmentation,0
Anthropology,part-of-speech tagging,0
Anthropology,stemming,0
Anthropology,grammar induction,0
Anthropology,sentence breaking ,0
Anthropology,parsing,0
Anthropology,lexical semantics,0
Anthropology,distributional semantics,0
Anthropology,named entity recognition,0
Anthropology,sentiment analysis,0
Anthropology,terminology extraction,0
Anthropology,word-sense disambiguation,0
Anthropology,entity linking,0
Anthropology,multiword expressions,0
Anthropology,relationship extraction,0
Anthropology,semantic parsing,0
Anthropology,semantic role labelling,0
Anthropology,coreference resolution,0
Anthropology,discourse analysis,0
Anthropology,implicit semantic role labelling,0
Anthropology,recognizing textual entailment,0
Anthropology,topic segmentation,0
Anthropology,argument mining,0
Anthropology,anaphora resolution,0
Philology,optical character recognition,0
Philology,speech recognition,0
Philology,speech segmentation,0
Philology,text-to-speech,0
Philology,word segmentation,0
Philology,lemmatization,0
Philology,morphological segmentation,0
Philology,part-of-speech tagging,0
Philology,stemming,0
Philology,grammar induction,0
Philology,sentence breaking ,0
Philology,parsing,0
Philology,lexical semantics,0
Philology,distributional semantics,0
Philology,named entity recognition,0
Philology,sentiment analysis,0
Philology,terminology extraction,0
Philology,word-sense disambiguation,0
Philology,entity linking,0
Philology,multiword expressions,0
Philology,relationship extraction,0
Philology,semantic parsing,0
Philology,semantic role labelling,0
Philology,coreference resolution,0
Philology,discourse analysis,0
Philology,implicit semantic role labelling,0
Philology,recognizing textual entailment,0
Philology,topic segmentation,0
Philology,argument mining,0
Philology,anaphora resolution,0
Linguistics,optical character recognition,4
Linguistics,speech recognition,1
Linguistics,speech segmentation,0
Linguistics,text-to-speech,1
Linguistics,word segmentation,2
Linguistics,lemmatization,0
Linguistics,morphological segmentation,0
Linguistics,part-of-speech tagging,1
Linguistics,stemming,0
Linguistics,grammar induction,0
Linguistics,sentence breaking ,0
Linguistics,parsing,2
Linguistics,lexical semantics,0
Linguistics,distributional semantics,0
Linguistics,named entity recognition,1
Linguistics,sentiment analysis,3
Linguistics,terminology extraction,0
Linguistics,word-sense disambiguation,0
Linguistics,entity linking,0
Linguistics,multiword expressions,0
Linguistics,relationship extraction,0
Linguistics,semantic parsing,0
Linguistics,semantic role labelling,0
Linguistics,coreference resolution,0
Linguistics,discourse analysis,0
Linguistics,implicit semantic role labelling,0
Linguistics,recognizing textual entailment,0
Linguistics,topic segmentation,0
Linguistics,argument mining,0
Linguistics,anaphora resolution,0
Religion,optical character recognition,0
Religion,speech recognition,0
Religion,speech segmentation,0
Religion,text-to-speech,0
Religion,word segmentation,0
Religion,lemmatization,0
Religion,morphological segmentation,0
Religion,part-of-speech tagging,0
Religion,stemming,0
Religion,grammar induction,0
Religion,sentence breaking ,0
Religion,parsing,0
Religion,lexical semantics,0
Religion,distributional semantics,0
Religion,named entity recognition,1
Religion,sentiment analysis,0
Religion,terminology extraction,0
Religion,word-sense disambiguation,0
Religion,entity linking,0
Religion,multiword expressions,0
Religion,relationship extraction,0
Religion,semantic parsing,0
Religion,semantic role labelling,0
Religion,coreference resolution,0
Religion,discourse analysis,0
Religion,implicit semantic role labelling,0
Religion,recognizing textual entailment,0
Religion,topic segmentation,0
Religion,argument mining,0
Religion,anaphora resolution,0
Literature,optical character recognition,0
Literature,speech recognition,0
Literature,speech segmentation,0
Literature,text-to-speech,0
Literature,word segmentation,0
Literature,lemmatization,0
Literature,morphological segmentation,0
Literature,part-of-speech tagging,0
Literature,stemming,0
Literature,grammar induction,0
Literature,sentence breaking ,0
Literature,parsing,0
Literature,lexical semantics,0
Literature,distributional semantics,0
Literature,named entity recognition,0
Literature,sentiment analysis,0
Literature,terminology extraction,0
Literature,word-sense disambiguation,0
Literature,entity linking,0
Literature,multiword expressions,0
Literature,relationship extraction,0
Literature,semantic parsing,0
Literature,semantic role labelling,0
Literature,coreference resolution,0
Literature,discourse analysis,0
Literature,implicit semantic role labelling,0
Literature,recognizing textual entailment,0
Literature,topic segmentation,0
Literature,argument mining,0
Literature,anaphora resolution,0
Government,optical character recognition,1
Government,speech recognition,1
Government,speech segmentation,0
Government,text-to-speech,0
Government,word segmentation,1
Government,lemmatization,0
Government,morphological segmentation,0
Government,part-of-speech tagging,0
Government,stemming,0
Government,grammar induction,0
Government,sentence breaking ,0
Government,parsing,1
Government,lexical semantics,0
Government,distributional semantics,0
Government,named entity recognition,2
Government,sentiment analysis,1
Government,terminology extraction,0
Government,word-sense disambiguation,0
Government,entity linking,0
Government,multiword expressions,0
Government,relationship extraction,0
Government,semantic parsing,0
Government,semantic role labelling,0
Government,coreference resolution,0
Government,discourse analysis,0
Government,implicit semantic role labelling,0
Government,recognizing textual entailment,0
Government,topic segmentation,0
Government,argument mining,0
Government,anaphora resolution,0
Law,optical character recognition,2
Law,speech recognition,0
Law,speech segmentation,0
Law,text-to-speech,0
Law,word segmentation,0
Law,lemmatization,0
Law,morphological segmentation,0
Law,part-of-speech tagging,0
Law,stemming,0
Law,grammar induction,0
Law,sentence breaking ,0
Law,parsing,0
Law,lexical semantics,0
Law,distributional semantics,0
Law,named entity recognition,0
Law,sentiment analysis,1
Law,terminology extraction,0
Law,word-sense disambiguation,0
Law,entity linking,0
Law,multiword expressions,0
Law,relationship extraction,0
Law,semantic parsing,0
Law,semantic role labelling,0
Law,coreference resolution,0
Law,discourse analysis,0
Law,implicit semantic role labelling,0
Law,recognizing textual entailment,0
Law,topic segmentation,0
Law,argument mining,0
Law,anaphora resolution,0
Education,optical character recognition,1
Education,speech recognition,0
Education,speech segmentation,0
Education,text-to-speech,0
Education,word segmentation,0
Education,lemmatization,0
Education,morphological segmentation,0
Education,part-of-speech tagging,0
Education,stemming,0
Education,grammar induction,0
Education,sentence breaking ,0
Education,parsing,0
Education,lexical semantics,0
Education,distributional semantics,0
Education,named entity recognition,0
Education,sentiment analysis,0
Education,terminology extraction,0
Education,word-sense disambiguation,0
Education,entity linking,0
Education,multiword expressions,0
Education,relationship extraction,0
Education,semantic parsing,0
Education,semantic role labelling,0
Education,coreference resolution,0
Education,discourse analysis,0
Education,implicit semantic role labelling,0
Education,recognizing textual entailment,0
Education,topic segmentation,0
Education,argument mining,0
Education,anaphora resolution,0
History,optical character recognition,0
History,speech recognition,0
History,speech segmentation,0
History,text-to-speech,1
History,word segmentation,1
History,lemmatization,0
History,morphological segmentation,0
History,part-of-speech tagging,0
History,stemming,0
History,grammar induction,0
History,sentence breaking ,0
History,parsing,0
History,lexical semantics,0
History,distributional semantics,0
History,named entity recognition,0
History,sentiment analysis,0
History,terminology extraction,0
History,word-sense disambiguation,0
History,entity linking,0
History,multiword expressions,0
History,relationship extraction,0
History,semantic parsing,0
History,semantic role labelling,0
History,coreference resolution,0
History,discourse analysis,0
History,implicit semantic role labelling,0
History,recognizing textual entailment,0
History,topic segmentation,0
History,argument mining,0
History,anaphora resolution,0
Philosophy,optical character recognition,0
Philosophy,speech recognition,0
Philosophy,speech segmentation,0
Philosophy,text-to-speech,0
Philosophy,word segmentation,0
Philosophy,lemmatization,0
Philosophy,morphological segmentation,0
Philosophy,part-of-speech tagging,0
Philosophy,stemming,0
Philosophy,grammar induction,0
Philosophy,sentence breaking ,0
Philosophy,parsing,0
Philosophy,lexical semantics,0
Philosophy,distributional semantics,0
Philosophy,named entity recognition,0
Philosophy,sentiment analysis,0
Philosophy,terminology extraction,0
Philosophy,word-sense disambiguation,0
Philosophy,entity linking,0
Philosophy,multiword expressions,0
Philosophy,relationship extraction,0
Philosophy,semantic parsing,0
Philosophy,semantic role labelling,0
Philosophy,coreference resolution,0
Philosophy,discourse analysis,0
Philosophy,implicit semantic role labelling,0
Philosophy,recognizing textual entailment,0
Philosophy,topic segmentation,0
Philosophy,argument mining,0
Philosophy,anaphora resolution,0
Ethics,optical character recognition,0
Ethics,speech recognition,0
Ethics,speech segmentation,0
Ethics,text-to-speech,0
Ethics,word segmentation,0
Ethics,lemmatization,0
Ethics,morphological segmentation,0
Ethics,part-of-speech tagging,0
Ethics,stemming,0
Ethics,grammar induction,0
Ethics,sentence breaking ,0
Ethics,parsing,0
Ethics,lexical semantics,0
Ethics,distributional semantics,0
Ethics,named entity recognition,0
Ethics,sentiment analysis,1
Ethics,terminology extraction,0
Ethics,word-sense disambiguation,0
Ethics,entity linking,0
Ethics,multiword expressions,0
Ethics,relationship extraction,0
Ethics,semantic parsing,0
Ethics,semantic role labelling,0
Ethics,coreference resolution,0
Ethics,discourse analysis,0
Ethics,implicit semantic role labelling,0
Ethics,recognizing textual entailment,0
Ethics,topic segmentation,0
Ethics,argument mining,0
Ethics,anaphora resolution,0
Arts,optical character recognition,1
Arts,speech recognition,0
Arts,speech segmentation,0
Arts,text-to-speech,0
Arts,word segmentation,0
Arts,lemmatization,0
Arts,morphological segmentation,0
Arts,part-of-speech tagging,0
Arts,stemming,0
Arts,grammar induction,0
Arts,sentence breaking ,0
Arts,parsing,2
Arts,lexical semantics,0
Arts,distributional semantics,0
Arts,named entity recognition,0
Arts,sentiment analysis,0
Arts,terminology extraction,0
Arts,word-sense disambiguation,0
Arts,entity linking,0
Arts,multiword expressions,0
Arts,relationship extraction,0
Arts,semantic parsing,0
Arts,semantic role labelling,0
Arts,coreference resolution,0
Arts,discourse analysis,0
Arts,implicit semantic role labelling,0
Arts,recognizing textual entailment,0
Arts,topic segmentation,0
Arts,argument mining,0
Arts,anaphora resolution,0
